dist_type,n,rep,gamma,min_size,ARI,Hausdorff,Distortion,SSE,n_iter,converged
gaussian,2000,0,0.0005102448804738581,1,1.0,0.0485819230646,1.9872991394630453,3974.5982789260906,3,True
gaussian,2000,0,0.0008302068151672312,1,1.0,0.0485819230646,1.9872991394630453,3974.5982789260906,3,True
gaussian,2000,0,0.0013784867119002347,2,1.0,0.0485819230646,1.9872991394630453,3974.5982789260906,3,True
gaussian,2000,0,0.0022888581256740852,4,1.0,0.0485819230646,1.9872991394630453,3974.5982789260906,3,True
gaussian,2000,0,0.003102763313432115,6,1.0,0.0485819230646,1.9872991394630453,3974.5982789260906,3,True
gaussian,2000,0,0.003800451229771041,7,1.0,0.0485819230646,1.9872991394630453,3974.5982789260906,3,True
gaussian,2000,0,0.02888685909973644,57,1.0,0.0485819230646,1.9872991394630453,3974.5982789260906,3,True
gaussian,2000,0,0.21956619837963226,439,1.0,0.0485819230646,1.9872991394630453,3974.5982789260906,3,True
gaussian,2000,1,0.0005102448804738581,1,1.0,0.06342172930011154,1.9401513112049074,3880.302622409815,2,True
gaussian,2000,1,0.0008302068151672312,1,1.0,0.06342172930011154,1.9401513112049074,3880.302622409815,2,True
gaussian,2000,1,0.0013784867119002347,2,1.0,0.06342172930011154,1.9401513112049074,3880.302622409815,2,True
gaussian,2000,1,0.0022888581256740852,4,1.0,0.06342172930011154,1.9401513112049074,3880.302622409815,2,True
gaussian,2000,1,0.003102763313432115,6,1.0,0.06342172930011154,1.9401513112049074,3880.302622409815,2,True
gaussian,2000,1,0.003800451229771041,7,1.0,0.06342172930011154,1.9401513112049074,3880.302622409815,2,True
gaussian,2000,1,0.02888685909973644,57,1.0,0.06342172930011154,1.9401513112049074,3880.302622409815,2,True
gaussian,2000,1,0.21956619837963226,439,1.0,0.06342172930011154,1.9401513112049074,3880.302622409815,2,True
gaussian,2000,2,0.0005102448804738581,1,1.0,0.06426722987314584,2.0100143191031603,4020.0286382063205,2,True
gaussian,2000,2,0.0008302068151672312,1,1.0,0.06426722987314584,2.0100143191031603,4020.0286382063205,2,True
gaussian,2000,2,0.0013784867119002347,2,1.0,0.06426722987314584,2.0100143191031603,4020.0286382063205,2,True
gaussian,2000,2,0.0022888581256740852,4,1.0,0.06426722987314584,2.0100143191031603,4020.0286382063205,2,True
gaussian,2000,2,0.003102763313432115,6,1.0,0.06426722987314584,2.0100143191031603,4020.0286382063205,2,True
gaussian,2000,2,0.003800451229771041,7,1.0,0.06426722987314584,2.0100143191031603,4020.0286382063205,2,True
gaussian,2000,2,0.02888685909973644,57,1.0,0.06426722987314584,2.0100143191031603,4020.0286382063205,2,True
gaussian,2000,2,0.21956619837963226,439,1.0,0.06426722987314584,2.0100143191031603,4020.0286382063205,2,True
gaussian,2000,3,0.0005102448804738581,1,0.9979999995005004,0.08896080237467142,2.074148947732458,4148.297895464916,4,True
gaussian,2000,3,0.0008302068151672312,1,0.9979999995005004,0.08896080237467142,2.074148947732458,4148.297895464916,4,True
gaussian,2000,3,0.0013784867119002347,2,0.9979999995005004,0.08896080237467142,2.074148947732458,4148.297895464916,4,True
gaussian,2000,3,0.0022888581256740852,4,0.9979999995005004,0.08896080237467142,2.074148947732458,4148.297895464916,4,True
gaussian,2000,3,0.003102763313432115,6,0.9979999995005004,0.08896080237467142,2.074148947732458,4148.297895464916,4,True
gaussian,2000,3,0.003800451229771041,7,0.9979999995005004,0.08896080237467142,2.074148947732458,4148.297895464916,4,True
gaussian,2000,3,0.02888685909973644,57,0.9979999995005004,0.08896080237467142,2.074148947732458,4148.297895464916,4,True
gaussian,2000,3,0.21956619837963226,439,0.9979999995005004,0.08896080237467142,2.074148947732458,4148.297895464916,4,True
gaussian,2000,4,0.0005102448804738581,1,1.0,0.046639044283227654,1.932838852896209,3865.6777057924182,3,True
gaussian,2000,4,0.0008302068151672312,1,1.0,0.046639044283227654,1.932838852896209,3865.6777057924182,3,True
gaussian,2000,4,0.0013784867119002347,2,1.0,0.046639044283227654,1.932838852896209,3865.6777057924182,3,True
gaussian,2000,4,0.0022888581256740852,4,1.0,0.046639044283227654,1.932838852896209,3865.6777057924182,3,True
gaussian,2000,4,0.003102763313432115,6,1.0,0.046639044283227654,1.932838852896209,3865.6777057924182,3,True
gaussian,2000,4,0.003800451229771041,7,1.0,0.046639044283227654,1.932838852896209,3865.6777057924182,3,True
gaussian,2000,4,0.02888685909973644,57,1.0,0.046639044283227654,1.932838852896209,3865.6777057924182,3,True
gaussian,2000,4,0.21956619837963226,439,1.0,0.046639044283227654,1.932838852896209,3865.6777057924182,3,True
gaussian,2000,5,0.0005102448804738581,1,1.0,0.050073659954777305,2.0367089962504314,4073.4179925008625,3,True
gaussian,2000,5,0.0008302068151672312,1,1.0,0.050073659954777305,2.0367089962504314,4073.4179925008625,3,True
gaussian,2000,5,0.0013784867119002347,2,1.0,0.050073659954777305,2.0367089962504314,4073.4179925008625,3,True
gaussian,2000,5,0.0022888581256740852,4,1.0,0.050073659954777305,2.0367089962504314,4073.4179925008625,3,True
gaussian,2000,5,0.003102763313432115,6,1.0,0.050073659954777305,2.0367089962504314,4073.4179925008625,3,True
gaussian,2000,5,0.003800451229771041,7,1.0,0.050073659954777305,2.0367089962504314,4073.4179925008625,3,True
gaussian,2000,5,0.02888685909973644,57,1.0,0.050073659954777305,2.0367089962504314,4073.4179925008625,3,True
gaussian,2000,5,0.21956619837963226,439,1.0,0.050073659954777305,2.0367089962504314,4073.4179925008625,3,True
gaussian,2000,6,0.0005102448804738581,1,1.0,0.07658733624403284,1.9137465755284022,3827.4931510568044,2,True
gaussian,2000,6,0.0008302068151672312,1,1.0,0.07658733624403284,1.9137465755284022,3827.4931510568044,2,True
gaussian,2000,6,0.0013784867119002347,2,1.0,0.07658733624403284,1.9137465755284022,3827.4931510568044,2,True
gaussian,2000,6,0.0022888581256740852,4,1.0,0.07658733624403284,1.9137465755284022,3827.4931510568044,2,True
gaussian,2000,6,0.003102763313432115,6,1.0,0.07658733624403284,1.9137465755284022,3827.4931510568044,2,True
gaussian,2000,6,0.003800451229771041,7,1.0,0.07658733624403284,1.9137465755284022,3827.4931510568044,2,True
gaussian,2000,6,0.02888685909973644,57,1.0,0.07658733624403284,1.9137465755284022,3827.4931510568044,2,True
gaussian,2000,6,0.21956619837963226,439,1.0,0.07658733624403284,1.9137465755284022,3827.4931510568044,2,True
gaussian,2000,7,0.0005102448804738581,1,1.0,0.059031359071005575,1.9402958188059674,3880.591637611935,3,True
gaussian,2000,7,0.0008302068151672312,1,1.0,0.059031359071005575,1.9402958188059674,3880.591637611935,3,True
gaussian,2000,7,0.0013784867119002347,2,1.0,0.059031359071005575,1.9402958188059674,3880.591637611935,3,True
gaussian,2000,7,0.0022888581256740852,4,1.0,0.059031359071005575,1.9402958188059674,3880.591637611935,3,True
gaussian,2000,7,0.003102763313432115,6,1.0,0.059031359071005575,1.9402958188059674,3880.591637611935,3,True
gaussian,2000,7,0.003800451229771041,7,1.0,0.059031359071005575,1.9402958188059674,3880.591637611935,3,True
gaussian,2000,7,0.02888685909973644,57,1.0,0.059031359071005575,1.9402958188059674,3880.591637611935,3,True
gaussian,2000,7,0.21956619837963226,439,1.0,0.059031359071005575,1.9402958188059674,3880.591637611935,3,True
gaussian,2000,8,0.0005102448804738581,1,1.0,0.04335439720314208,2.0360876194689115,4072.175238937823,2,True
gaussian,2000,8,0.0008302068151672312,1,1.0,0.04335439720314208,2.0360876194689115,4072.175238937823,2,True
gaussian,2000,8,0.0013784867119002347,2,1.0,0.04335439720314208,2.0360876194689115,4072.175238937823,2,True
gaussian,2000,8,0.0022888581256740852,4,1.0,0.04335439720314208,2.0360876194689115,4072.175238937823,2,True
gaussian,2000,8,0.003102763313432115,6,1.0,0.04335439720314208,2.0360876194689115,4072.175238937823,2,True
gaussian,2000,8,0.003800451229771041,7,1.0,0.04335439720314208,2.0360876194689115,4072.175238937823,2,True
gaussian,2000,8,0.02888685909973644,57,1.0,0.04335439720314208,2.0360876194689115,4072.175238937823,2,True
gaussian,2000,8,0.21956619837963226,439,1.0,0.04335439720314208,2.0360876194689115,4072.175238937823,2,True
gaussian,2000,9,0.0005102448804738581,1,1.0,0.07508839227729065,2.0251875651480886,4050.375130296177,2,True
gaussian,2000,9,0.0008302068151672312,1,1.0,0.07508839227729065,2.0251875651480886,4050.375130296177,2,True
gaussian,2000,9,0.0013784867119002347,2,1.0,0.07508839227729065,2.0251875651480886,4050.375130296177,2,True
gaussian,2000,9,0.0022888581256740852,4,1.0,0.07508839227729065,2.0251875651480886,4050.375130296177,2,True
gaussian,2000,9,0.003102763313432115,6,1.0,0.07508839227729065,2.0251875651480886,4050.375130296177,2,True
gaussian,2000,9,0.003800451229771041,7,1.0,0.07508839227729065,2.0251875651480886,4050.375130296177,2,True
gaussian,2000,9,0.02888685909973644,57,1.0,0.07508839227729065,2.0251875651480886,4050.375130296177,2,True
gaussian,2000,9,0.21956619837963226,439,1.0,0.07508839227729065,2.0251875651480886,4050.375130296177,2,True
pareto,2000,0,0.0005102448804738581,1,0.92540668707406,0.14786409482342058,8.009575283040787,16019.150566081575,3,True
pareto,2000,0,0.0008302068151672312,1,0.92540668707406,0.14786409482342058,8.009575283040787,16019.150566081575,3,True
pareto,2000,0,0.0013784867119002347,2,0.92540668707406,0.14786409482342058,8.009575283040787,16019.150566081575,3,True
pareto,2000,0,0.0022888581256740852,4,0.92540668707406,0.14786409482342058,8.009575283040787,16019.150566081575,3,True
pareto,2000,0,0.003102763313432115,6,0.92540668707406,0.14786409482342058,8.009575283040787,16019.150566081575,3,True
pareto,2000,0,0.003800451229771041,7,0.92540668707406,0.14786409482342058,8.009575283040787,16019.150566081575,3,True
pareto,2000,0,0.02888685909973644,57,0.92540668707406,0.14786409482342058,8.009575283040787,16019.150566081575,3,True
pareto,2000,0,0.21956619837963226,439,0.92540668707406,0.14786409482342058,8.009575283040787,16019.150566081575,3,True
pareto,2000,1,0.0005102448804738581,1,0.9273326481845182,0.2774736735271239,8.153933819894013,16307.867639788026,4,True
pareto,2000,1,0.0008302068151672312,1,0.9273326481845182,0.2774736735271239,8.153933819894013,16307.867639788026,4,True
pareto,2000,1,0.0013784867119002347,2,0.9273326481845182,0.2774736735271239,8.153933819894013,16307.867639788026,4,True
pareto,2000,1,0.0022888581256740852,4,0.9273326481845182,0.2774736735271239,8.153933819894013,16307.867639788026,4,True
pareto,2000,1,0.003102763313432115,6,0.9273326481845182,0.2774736735271239,8.153933819894013,16307.867639788026,4,True
pareto,2000,1,0.003800451229771041,7,0.9273326481845182,0.2774736735271239,8.153933819894013,16307.867639788026,4,True
pareto,2000,1,0.02888685909973644,57,0.9273326481845182,0.2774736735271239,8.153933819894013,16307.867639788026,4,True
pareto,2000,1,0.21956619837963226,439,0.9273326481845182,0.2774736735271239,8.153933819894013,16307.867639788026,4,True
pareto,2000,2,0.0005102448804738581,1,0.9506002884059023,0.12448616130539074,6.7836431793465195,13567.28635869304,3,True
pareto,2000,2,0.0008302068151672312,1,0.9506002884059023,0.12448616130539074,6.7836431793465195,13567.28635869304,3,True
pareto,2000,2,0.0013784867119002347,2,0.9506002884059023,0.12448616130539074,6.7836431793465195,13567.28635869304,3,True
pareto,2000,2,0.0022888581256740852,4,0.9506002884059023,0.12448616130539074,6.7836431793465195,13567.28635869304,3,True
pareto,2000,2,0.003102763313432115,6,0.9506002884059023,0.12448616130539074,6.7836431793465195,13567.28635869304,3,True
pareto,2000,2,0.003800451229771041,7,0.9506002884059023,0.12448616130539074,6.7836431793465195,13567.28635869304,3,True
pareto,2000,2,0.02888685909973644,57,0.9506002884059023,0.12448616130539074,6.7836431793465195,13567.28635869304,3,True
pareto,2000,2,0.21956619837963226,439,0.9506002884059023,0.12448616130539074,6.7836431793465195,13567.28635869304,3,True
pareto,2000,3,0.0005102448804738581,1,0.9389304499805153,0.14601957055608425,8.787593054403954,17575.18610880791,5,True
pareto,2000,3,0.0008302068151672312,1,0.9389304499805153,0.14601957055608425,8.787593054403954,17575.18610880791,5,True
pareto,2000,3,0.0013784867119002347,2,0.9389304499805153,0.14601957055608425,8.787593054403954,17575.18610880791,5,True
pareto,2000,3,0.0022888581256740852,4,0.9389304499805153,0.14601957055608425,8.787593054403954,17575.18610880791,5,True
pareto,2000,3,0.003102763313432115,6,0.9389304499805153,0.14601957055608425,8.787593054403954,17575.18610880791,5,True
pareto,2000,3,0.003800451229771041,7,0.9389304499805153,0.14601957055608425,8.787593054403954,17575.18610880791,5,True
pareto,2000,3,0.02888685909973644,57,0.9389304499805153,0.14601957055608425,8.787593054403954,17575.18610880791,5,True
pareto,2000,3,0.21956619837963226,439,0.9389304499805153,0.14601957055608425,8.787593054403954,17575.18610880791,5,True
pareto,2000,4,0.0005102448804738581,1,0.9158068824245211,0.1981098988076446,6.747565650076592,13495.131300153185,5,True
pareto,2000,4,0.0008302068151672312,1,0.9158068824245211,0.1981098988076446,6.747565650076592,13495.131300153185,5,True
pareto,2000,4,0.0013784867119002347,2,0.9158068824245211,0.1981098988076446,6.747565650076592,13495.131300153185,5,True
pareto,2000,4,0.0022888581256740852,4,0.9158068824245211,0.1981098988076446,6.747565650076592,13495.131300153185,5,True
pareto,2000,4,0.003102763313432115,6,0.9158068824245211,0.1981098988076446,6.747565650076592,13495.131300153185,5,True
pareto,2000,4,0.003800451229771041,7,0.9158068824245211,0.1981098988076446,6.747565650076592,13495.131300153185,5,True
pareto,2000,4,0.02888685909973644,57,0.9158068824245211,0.1981098988076446,6.747565650076592,13495.131300153185,5,True
pareto,2000,4,0.21956619837963226,439,0.9158068824245211,0.1981098988076446,6.747565650076592,13495.131300153185,5,True
pareto,2000,5,0.0005102448804738581,1,0.9525522646442262,0.15808854152385732,8.405569450082508,16811.138900165017,3,True
pareto,2000,5,0.0008302068151672312,1,0.9525522646442262,0.15808854152385732,8.405569450082508,16811.138900165017,3,True
pareto,2000,5,0.0013784867119002347,2,0.9525522646442262,0.15808854152385732,8.405569450082508,16811.138900165017,3,True
pareto,2000,5,0.0022888581256740852,4,0.9525522646442262,0.15808854152385732,8.405569450082508,16811.138900165017,3,True
pareto,2000,5,0.003102763313432115,6,0.9525522646442262,0.15808854152385732,8.405569450082508,16811.138900165017,3,True
pareto,2000,5,0.003800451229771041,7,0.9525522646442262,0.15808854152385732,8.405569450082508,16811.138900165017,3,True
pareto,2000,5,0.02888685909973644,57,0.9525522646442262,0.15808854152385732,8.405569450082508,16811.138900165017,3,True
pareto,2000,5,0.21956619837963226,439,0.9525522646442262,0.15808854152385732,8.405569450082508,16811.138900165017,3,True
pareto,2000,6,0.0005102448804738581,1,2.00100450025712e-06,51.21738100218997,23.61591621704621,47231.832434092415,7,True
pareto,2000,6,0.0008302068151672312,1,2.00100450025712e-06,51.21738100218997,23.61591621704621,47231.832434092415,7,True
pareto,2000,6,0.0013784867119002347,2,2.00100450025712e-06,51.21738100218997,23.61591621704621,47231.832434092415,7,True
pareto,2000,6,0.0022888581256740852,4,1.2006050953632223e-05,32.44227473855347,24.02069452268336,48041.38904536672,6,True
pareto,2000,6,0.003102763313432115,6,3.0015187144421707e-05,25.08426161677998,24.119720191563964,48239.44038312793,9,True
pareto,2000,6,0.003800451229771041,7,4.2021303771490204e-05,22.575449654416335,24.192418386959552,48384.8367739191,9,True
pareto,2000,6,0.02888685909973644,57,0.9254066852820285,0.14391313351317842,9.78121858279417,19562.437165588337,6,True
pareto,2000,6,0.21956619837963226,439,0.9254066852820285,0.14391313351317842,9.78121858279417,19562.437165588337,5,True
pareto,2000,7,0.0005102448804738581,1,0.9545062428574546,0.2574356027717933,11.587194698409402,23174.389396818802,4,True
pareto,2000,7,0.0008302068151672312,1,0.9545062428574546,0.2574356027717933,11.587194698409402,23174.389396818802,4,True
pareto,2000,7,0.0013784867119002347,2,0.9545062428574546,0.2574356027717933,11.587194698409402,23174.389396818802,4,True
pareto,2000,7,0.0022888581256740852,4,0.9545062428574546,0.2574356027717933,11.587194698409402,23174.389396818802,4,True
pareto,2000,7,0.003102763313432115,6,0.9545062428574546,0.2574356027717933,11.587194698409402,23174.389396818802,4,True
pareto,2000,7,0.003800451229771041,7,0.9545062428574546,0.2574356027717933,11.587194698409402,23174.389396818802,4,True
pareto,2000,7,0.02888685909973644,57,0.9545062428574546,0.2574356027717933,11.587194698409402,23174.389396818802,4,True
pareto,2000,7,0.21956619837963226,439,0.9545062428574546,0.2574356027717933,11.587194698409402,23174.389396818802,4,True
pareto,2000,8,0.0005102448804738581,1,0.9486503124151144,0.2093941893318344,12.184994836748254,24369.989673496508,3,True
pareto,2000,8,0.0008302068151672312,1,0.9486503124151144,0.2093941893318344,12.184994836748254,24369.989673496508,3,True
pareto,2000,8,0.0013784867119002347,2,0.9486503124151144,0.2093941893318344,12.184994836748254,24369.989673496508,3,True
pareto,2000,8,0.0022888581256740852,4,0.9486503124151144,0.2093941893318344,12.184994836748254,24369.989673496508,3,True
pareto,2000,8,0.003102763313432115,6,0.9486503124151144,0.2093941893318344,12.184994836748254,24369.989673496508,3,True
pareto,2000,8,0.003800451229771041,7,0.9486503124151144,0.2093941893318344,12.184994836748254,24369.989673496508,3,True
pareto,2000,8,0.02888685909973644,57,0.9486503124151144,0.2093941893318344,12.184994836748254,24369.989673496508,3,True
pareto,2000,8,0.21956619837963226,439,0.9486503124151144,0.2093941893318344,12.184994836748254,24369.989673496508,3,True
pareto,2000,9,0.0005102448804738581,1,0.9177228410055599,0.20266810211826947,6.696690871401969,13393.381742803937,5,True
pareto,2000,9,0.0008302068151672312,1,0.9177228410055599,0.20266810211826947,6.696690871401969,13393.381742803937,5,True
pareto,2000,9,0.0013784867119002347,2,0.9177228410055599,0.20266810211826947,6.696690871401969,13393.381742803937,5,True
pareto,2000,9,0.0022888581256740852,4,0.9177228410055599,0.20266810211826947,6.696690871401969,13393.381742803937,5,True
pareto,2000,9,0.003102763313432115,6,0.9177228410055599,0.20266810211826947,6.696690871401969,13393.381742803937,5,True
pareto,2000,9,0.003800451229771041,7,0.9177228410055599,0.20266810211826947,6.696690871401969,13393.381742803937,5,True
pareto,2000,9,0.02888685909973644,57,0.9177228410055599,0.20266810211826947,6.696690871401969,13393.381742803937,5,True
pareto,2000,9,0.21956619837963226,439,0.9177228410055599,0.20266810211826947,6.696690871401969,13393.381742803937,5,True
